"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5081","test_page_title","tests","Fri Sep 05 12:47:08 UTC 2025","passed","Fri Sep 05 12:47:13 UTC 2025","ExampleTestCase","test_example","",""
"","1831","test_send_message","tests","Fri Sep 05 12:47:24 UTC 2025","passed","Fri Sep 05 12:47:26 UTC 2025","ExampleTestCase","test_example","",""
