"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2124","test_send_message","tests","Thu Sep 04 12:48:28 UTC 2025","passed","Thu Sep 04 12:48:30 UTC 2025","ExampleTestCase","test_example","",""
"","4201","test_page_title","tests","Thu Sep 04 12:48:12 UTC 2025","passed","Thu Sep 04 12:48:16 UTC 2025","ExampleTestCase","test_example","",""
