"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3149","test_page_title","tests","Thu Sep 04 08:47:13 UTC 2025","passed","Thu Sep 04 08:47:16 UTC 2025","ExampleTestCase","test_example","",""
"","3184","test_send_message","tests","Thu Sep 04 08:47:16 UTC 2025","passed","Thu Sep 04 08:47:19 UTC 2025","ExampleTestCase","test_example","",""
