"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3668","test_send_message","tests","Thu Sep 04 11:46:00 UTC 2025","passed","Thu Sep 04 11:46:04 UTC 2025","ExampleTestCase","test_example","",""
"","4190","test_page_title","tests","Thu Sep 04 11:45:56 UTC 2025","passed","Thu Sep 04 11:46:00 UTC 2025","ExampleTestCase","test_example","",""
