"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4973","test_page_title","tests","Thu Sep 04 12:30:59 UTC 2025","passed","Thu Sep 04 12:31:04 UTC 2025","ExampleTestCase","test_example","",""
"","3233","test_send_message","tests","Thu Sep 04 12:31:04 UTC 2025","passed","Thu Sep 04 12:31:07 UTC 2025","ExampleTestCase","test_example","",""
