"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2150","test_send_message","tests","Thu Sep 04 11:33:03 UTC 2025","passed","Thu Sep 04 11:33:05 UTC 2025","ExampleTestCase","test_example","",""
"","5615","test_page_title","tests","Thu Sep 04 11:32:55 UTC 2025","passed","Thu Sep 04 11:33:01 UTC 2025","ExampleTestCase","test_example","",""
